UserID,Date,Type,Category,Amount,Description
USR_0001,2026-01-11,expense,Transport,1069,"Synthetic Transport Expense"
USR_0001,2026-01-24,expense,Entertainment,363,"Synthetic Entertainment Expense"
USR_0001,2026-01-24,expense,Personal,2160,"Synthetic Personal Expense"
USR_0001,2025-12-01,income,Salary,63376,"Monthly Salary (Synthetic)"
USR_0001,2025-12-05,expense,Housing,16204,"Rent Payment"
USR_0001,2025-12-10,expense,Bills,6120,"Electricity & Internet"
USR_0001,2025-12-22,expense,Food,1792,"Grocery Run"
USR_0001,2025-12-26,expense,Food,2556,"Grocery Run"
USR_0001,2025-12-25,expense,Food,2229,"Grocery Run"
USR_0001,2025-12-12,expense,Food,1851,"Grocery Run"
USR_0001,2025-12-04,expense,Miscellaneous,3041,"Synthetic Miscellaneous Expense"
USR_0001,2025-12-27,expense,Healthcare,1051,"Synthetic Healthcare Expense"
USR_0001,2025-12-24,expense,Shopping,1211,"Synthetic Shopping Expense"
USR_0001,2025-12-24,expense,Miscellaneous,3415,"Synthetic Miscellaneous Expense"
USR_0001,2025-12-10,expense,Miscellaneous,3116,"Synthetic Miscellaneous Expense"
USR_0001,2025-12-18,expense,Transport,675,"Synthetic Transport Expense"
USR_0001,2025-12-20,income,Bonus,49754,"Performance/Year-end Bonus"
USR_0001,2025-11-01,income,Salary,63220,"Monthly Salary (Synthetic)"
USR_0001,2025-11-05,expense,Housing,16164,"Rent Payment"
USR_0001,2025-11-10,expense,Bills,6105,"Electricity & Internet"
USR_0001,2025-11-06,expense,Food,1837,"Grocery Run"
USR_0001,2025-11-08,expense,Food,1898,"Grocery Run"
USR_0001,2025-11-23,expense,Food,1901,"Grocery Run"
USR_0001,2025-11-18,expense,Food,1558,"Grocery Run"
USR_0001,2025-11-04,expense,Food,1657,"Grocery Run"
USR_0001,2025-11-27,expense,Entertainment,400,"Synthetic Entertainment Expense"
USR_0001,2025-11-19,expense,Entertainment,666,"Synthetic Entertainment Expense"
USR_0001,2025-11-07,expense,Transport,1238,"Synthetic Transport Expense"
USR_0001,2025-11-12,expense,Transport,596,"Synthetic Transport Expense"
USR_0001,2025-11-04,expense,Entertainment,760,"Synthetic Entertainment Expense"
USR_0001,2025-11-04,expense,Entertainment,1323,"Synthetic Entertainment Expense"
USR_0001,2025-11-22,expense,Entertainment,2005,"Synthetic Entertainment Expense"
USR_0001,2025-11-05,expense,Miscellaneous,538,"Synthetic Miscellaneous Expense"
USR_0001,2025-11-21,expense,Transport,804,"Synthetic Transport Expense"
USR_0001,2025-11-12,expense,Personal,1473,"Synthetic Personal Expense"
USR_0001,2025-11-14,expense,Shopping,533,"Synthetic Shopping Expense"
USR_0001,2025-10-01,income,Salary,63065,"Monthly Salary (Synthetic)"
USR_0001,2025-10-05,expense,Housing,16124,"Rent Payment"
USR_0001,2025-10-10,expense,Bills,6090,"Electricity & Internet"
USR_0001,2025-10-12,expense,Food,2648,"Grocery Run"
USR_0001,2025-10-09,expense,Food,2553,"Grocery Run"
USR_0001,2025-10-27,expense,Food,1964,"Grocery Run"
USR_0001,2025-10-18,expense,Food,2364,"Grocery Run"
USR_0001,2025-10-15,expense,Miscellaneous,3748,"Synthetic Miscellaneous Expense"
USR_0001,2025-10-10,expense,Healthcare,2666,"Synthetic Healthcare Expense"
USR_0001,2025-10-07,expense,Miscellaneous,2062,"Synthetic Miscellaneous Expense"
USR_0001,2025-10-20,expense,Entertainment,2313,"Synthetic Entertainment Expense"
USR_0001,2025-10-28,expense,Shopping,640,"Synthetic Shopping Expense"
USR_0001,2025-10-23,expense,Healthcare,2542,"Synthetic Healthcare Expense"
USR_0001,2025-09-01,income,Salary,62909,"Monthly Salary (Synthetic)"
USR_0001,2025-09-05,expense,Housing,16085,"Rent Payment"
USR_0001,2025-09-10,expense,Bills,6075,"Electricity & Internet"
USR_0001,2025-09-24,expense,Food,1500,"Grocery Run"
USR_0001,2025-09-11,expense,Food,1448,"Grocery Run"
USR_0001,2025-09-25,expense,Food,1251,"Grocery Run"
USR_0001,2025-09-13,expense,Food,1719,"Grocery Run"
USR_0001,2025-09-06,expense,Food,1232,"Grocery Run"
USR_0001,2025-09-17,expense,Food,1236,"Grocery Run"
USR_0001,2025-09-04,expense,Miscellaneous,1074,"Synthetic Miscellaneous Expense"
USR_0001,2025-09-12,expense,Personal,1991,"Synthetic Personal Expense"
USR_0001,2025-09-16,expense,Personal,452,"Synthetic Personal Expense"
USR_0001,2025-09-05,expense,Personal,695,"Synthetic Personal Expense"
USR_0001,2025-09-20,expense,Miscellaneous,420,"Synthetic Miscellaneous Expense"
USR_0001,2025-09-23,expense,Healthcare,693,"Synthetic Healthcare Expense"
USR_0001,2025-09-05,expense,Shopping,2195,"Synthetic Shopping Expense"
USR_0001,2025-09-18,expense,Healthcare,996,"Synthetic Healthcare Expense"
USR_0001,2025-09-21,expense,Entertainment,460,"Synthetic Entertainment Expense"
USR_0001,2025-09-27,expense,Miscellaneous,2015,"Synthetic Miscellaneous Expense"
USR_0001,2025-08-01,income,Salary,62755,"Monthly Salary (Synthetic)"
USR_0001,2025-08-05,expense,Housing,16045,"Rent Payment"
USR_0001,2025-08-10,expense,Bills,6060,"Electricity & Internet"
USR_0001,2025-08-13,expense,Food,1790,"Grocery Run"
USR_0001,2025-08-24,expense,Food,1661,"Grocery Run"
USR_0001,2025-08-17,expense,Food,1438,"Grocery Run"
USR_0001,2025-08-22,expense,Food,1517,"Grocery Run"
USR_0001,2025-08-06,expense,Food,1604,"Grocery Run"
USR_0001,2025-08-16,expense,Personal,903,"Synthetic Personal Expense"
USR_0001,2025-08-26,expense,Personal,1168,"Synthetic Personal Expense"
USR_0001,2025-08-12,expense,Shopping,1069,"Synthetic Shopping Expense"
USR_0001,2025-08-11,expense,Healthcare,231,"Synthetic Healthcare Expense"
USR_0001,2025-08-16,expense,Personal,1821,"Synthetic Personal Expense"
USR_0001,2025-08-17,expense,Shopping,1326,"Synthetic Shopping Expense"
USR_0001,2025-08-02,expense,Entertainment,1185,"Synthetic Entertainment Expense"
USR_0001,2025-08-08,expense,Miscellaneous,378,"Synthetic Miscellaneous Expense"
USR_0001,2025-08-02,expense,Transport,714,"Synthetic Transport Expense"
USR_0001,2025-08-10,expense,Healthcare,211,"Synthetic Healthcare Expense"
USR_0001,2025-08-22,expense,Miscellaneous,1890,"Synthetic Miscellaneous Expense"
USR_0001,2025-07-01,income,Salary,62600,"Monthly Salary (Synthetic)"
USR_0001,2025-07-05,expense,Housing,16006,"Rent Payment"
USR_0001,2025-07-10,expense,Bills,6045,"Electricity & Internet"
USR_0001,2025-07-21,expense,Food,1676,"Grocery Run"
USR_0001,2025-07-10,expense,Food,1593,"Grocery Run"
USR_0001,2025-07-14,expense,Food,1730,"Grocery Run"
USR_0001,2025-07-10,expense,Food,1546,"Grocery Run"
USR_0001,2025-07-10,expense,Food,1699,"Grocery Run"
USR_0001,2025-07-11,expense,Miscellaneous,358,"Synthetic Miscellaneous Expense"
USR_0001,2025-07-16,expense,Personal,1126,"Synthetic Personal Expense"
USR_0001,2025-07-12,expense,Miscellaneous,1387,"Synthetic Miscellaneous Expense"
USR_0001,2025-07-21,expense,Entertainment,1556,"Synthetic Entertainment Expense"
USR_0001,2025-07-03,expense,Shopping,1844,"Synthetic Shopping Expense"
USR_0001,2025-07-17,expense,Shopping,859,"Synthetic Shopping Expense"
USR_0001,2025-07-07,expense,Transport,507,"Synthetic Transport Expense"
USR_0001,2025-07-22,expense,Personal,1093,"Synthetic Personal Expense"
USR_0001,2025-06-01,income,Salary,62446,"Monthly Salary (Synthetic)"
USR_0001,2025-06-05,expense,Housing,15966,"Rent Payment"
USR_0001,2025-06-10,expense,Bills,6030,"Electricity & Internet"
USR_0001,2025-06-22,expense,Food,1903,"Grocery Run"
USR_0001,2025-06-07,expense,Food,1919,"Grocery Run"
USR_0001,2025-06-21,expense,Food,1653,"Grocery Run"
USR_0001,2025-06-17,expense,Food,1950,"Grocery Run"
USR_0001,2025-06-21,expense,Food,1840,"Grocery Run"
USR_0001,2025-06-03,expense,Personal,1489,"Synthetic Personal Expense"
USR_0001,2025-06-20,expense,Personal,1729,"Synthetic Personal Expense"
USR_0001,2025-06-19,expense,Shopping,1403,"Synthetic Shopping Expense"
USR_0001,2025-06-08,expense,Entertainment,1912,"Synthetic Entertainment Expense"
USR_0001,2025-06-15,expense,Entertainment,1770,"Synthetic Entertainment Expense"
USR_0001,2025-06-10,expense,Shopping,1178,"Synthetic Shopping Expense"
USR_0001,2025-06-12,expense,Miscellaneous,341,"Synthetic Miscellaneous Expense"
USR_0001,2025-06-22,expense,Healthcare,1373,"Synthetic Healthcare Expense"
USR_0001,2025-06-23,expense,Miscellaneous,450,"Synthetic Miscellaneous Expense"
USR_0001,2025-06-15,expense,Personal,1719,"Synthetic Personal Expense"
USR_0001,2025-05-01,income,Salary,62293,"Monthly Salary (Synthetic)"
USR_0001,2025-05-05,expense,Housing,15927,"Rent Payment"
USR_0001,2025-05-10,expense,Bills,6015,"Electricity & Internet"
USR_0001,2025-05-05,expense,Food,2039,"Grocery Run"
USR_0001,2025-05-24,expense,Food,1644,"Grocery Run"
USR_0001,2025-05-26,expense,Food,1543,"Grocery Run"
USR_0001,2025-05-08,expense,Food,1556,"Grocery Run"
USR_0001,2025-05-08,expense,Food,1586,"Grocery Run"
USR_0001,2025-05-08,expense,Entertainment,1435,"Synthetic Entertainment Expense"
USR_0001,2025-05-13,expense,Healthcare,1964,"Synthetic Healthcare Expense"
USR_0001,2025-05-10,expense,Healthcare,3183,"Synthetic Healthcare Expense"
USR_0001,2025-05-27,expense,Personal,962,"Synthetic Personal Expense"
USR_0001,2025-05-28,expense,Personal,2005,"Synthetic Personal Expense"
USR_0001,2025-05-07,expense,Shopping,1375,"Synthetic Shopping Expense"
USR_0001,2025-05-17,expense,Miscellaneous,1488,"Synthetic Miscellaneous Expense"
USR_0001,2025-04-01,income,Salary,62139,"Monthly Salary (Synthetic)"
USR_0001,2025-04-05,expense,Housing,15888,"Rent Payment"
USR_0001,2025-04-10,expense,Bills,6000,"Electricity & Internet"
USR_0001,2025-04-06,expense,Food,1179,"Grocery Run"
USR_0001,2025-04-16,expense,Food,1613,"Grocery Run"
USR_0001,2025-04-10,expense,Food,1265,"Grocery Run"
USR_0001,2025-04-07,expense,Food,1207,"Grocery Run"
USR_0001,2025-04-20,expense,Food,1716,"Grocery Run"
USR_0001,2025-04-25,expense,Food,1727,"Grocery Run"
USR_0001,2025-04-14,expense,Healthcare,1526,"Synthetic Healthcare Expense"
USR_0001,2025-04-03,expense,Personal,1145,"Synthetic Personal Expense"
USR_0001,2025-04-23,expense,Entertainment,2280,"Synthetic Entertainment Expense"
USR_0001,2025-04-19,expense,Personal,1991,"Synthetic Personal Expense"
USR_0001,2025-04-07,expense,Entertainment,1375,"Synthetic Entertainment Expense"
USR_0001,2025-04-24,expense,Entertainment,1981,"Synthetic Entertainment Expense"
USR_0001,2025-04-04,expense,Healthcare,2022,"Synthetic Healthcare Expense"
USR_0001,2025-04-16,expense,Entertainment,1392,"Synthetic Entertainment Expense"
USR_0001,2025-04-24,expense,Healthcare,1284,"Synthetic Healthcare Expense"
USR_0001,2025-03-01,income,Salary,61986,"Monthly Salary (Synthetic)"
USR_0001,2025-03-05,expense,Housing,15849,"Rent Payment"
USR_0001,2025-03-10,expense,Bills,5986,"Electricity & Internet"
USR_0001,2025-03-04,expense,Food,2254,"Grocery Run"
USR_0001,2025-03-12,expense,Food,2546,"Grocery Run"
USR_0001,2025-03-25,expense,Food,2156,"Grocery Run"
USR_0001,2025-03-16,expense,Food,2348,"Grocery Run"
USR_0001,2025-03-20,expense,Healthcare,3132,"Synthetic Healthcare Expense"
USR_0001,2025-03-10,expense,Shopping,2952,"Synthetic Shopping Expense"
USR_0001,2025-03-28,expense,Transport,995,"Synthetic Transport Expense"
USR_0001,2025-03-26,expense,Miscellaneous,3058,"Synthetic Miscellaneous Expense"
USR_0001,2025-03-10,expense,Personal,2931,"Synthetic Personal Expense"
USR_0001,2025-03-17,expense,Entertainment,2823,"Synthetic Entertainment Expense"
USR_0001,2025-03-26,expense,Miscellaneous,559,"Synthetic Miscellaneous Expense"
USR_0001,2025-02-01,income,Salary,61834,"Monthly Salary (Synthetic)"
USR_0001,2025-02-05,expense,Housing,15810,"Rent Payment"
USR_0001,2025-02-10,expense,Bills,5971,"Electricity & Internet"
USR_0001,2025-02-24,expense,Food,2515,"Grocery Run"
USR_0001,2025-02-13,expense,Food,2038,"Grocery Run"
USR_0001,2025-02-19,expense,Food,1878,"Grocery Run"
USR_0001,2025-02-28,expense,Food,2279,"Grocery Run"
USR_0001,2025-02-13,expense,Transport,3502,"Synthetic Transport Expense"
USR_0001,2025-02-04,expense,Transport,3257,"Synthetic Transport Expense"
USR_0001,2025-02-24,expense,Miscellaneous,2337,"Synthetic Miscellaneous Expense"
USR_0001,2025-02-26,expense,Transport,3760,"Synthetic Transport Expense"
USR_0001,2025-02-25,expense,Healthcare,3652,"Synthetic Healthcare Expense"
USR_0001,2025-01-01,income,Salary,61682,"Monthly Salary (Synthetic)"
USR_0001,2025-01-05,expense,Housing,15771,"Rent Payment"
USR_0001,2025-01-10,expense,Bills,5956,"Electricity & Internet"
USR_0001,2025-01-14,expense,Food,1837,"Grocery Run"
USR_0001,2025-01-19,expense,Food,1632,"Grocery Run"
USR_0001,2025-01-22,expense,Food,1828,"Grocery Run"
USR_0001,2025-01-22,expense,Food,1500,"Grocery Run"
USR_0001,2025-01-04,expense,Food,1791,"Grocery Run"
USR_0001,2025-01-27,expense,Transport,439,"Synthetic Transport Expense"
USR_0001,2025-01-03,expense,Transport,1307,"Synthetic Transport Expense"
USR_0001,2025-01-05,expense,Entertainment,2068,"Synthetic Entertainment Expense"
USR_0001,2025-01-07,expense,Personal,1842,"Synthetic Personal Expense"
USR_0001,2025-01-04,expense,Shopping,1640,"Synthetic Shopping Expense"
USR_0001,2025-01-05,expense,Shopping,1461,"Synthetic Shopping Expense"
USR_0001,2025-01-22,expense,Shopping,992,"Synthetic Shopping Expense"
USR_0001,2025-01-23,expense,Entertainment,1777,"Synthetic Entertainment Expense"
USR_0001,2025-01-04,expense,Entertainment,2120,"Synthetic Entertainment Expense"
USR_0001,2024-12-01,income,Salary,61530,"Monthly Salary (Synthetic)"
USR_0001,2024-12-05,expense,Housing,15732,"Rent Payment"
USR_0001,2024-12-10,expense,Bills,5942,"Electricity & Internet"
USR_0001,2024-12-26,expense,Food,1477,"Grocery Run"
USR_0001,2024-12-20,expense,Food,1845,"Grocery Run"
USR_0001,2024-12-12,expense,Food,1723,"Grocery Run"
USR_0001,2024-12-12,expense,Food,1517,"Grocery Run"
USR_0001,2024-12-01,expense,Food,1875,"Grocery Run"
USR_0001,2024-12-07,expense,Personal,1311,"Synthetic Personal Expense"
USR_0001,2024-12-02,expense,Miscellaneous,1426,"Synthetic Miscellaneous Expense"
USR_0001,2024-12-03,expense,Miscellaneous,1092,"Synthetic Miscellaneous Expense"
USR_0001,2024-12-25,expense,Miscellaneous,513,"Synthetic Miscellaneous Expense"
USR_0001,2024-12-18,expense,Transport,1009,"Synthetic Transport Expense"
USR_0001,2024-12-08,expense,Miscellaneous,860,"Synthetic Miscellaneous Expense"
USR_0001,2024-12-08,expense,Miscellaneous,1185,"Synthetic Miscellaneous Expense"
USR_0001,2024-12-08,expense,Shopping,1238,"Synthetic Shopping Expense"
USR_0001,2024-12-09,expense,Entertainment,1770,"Synthetic Entertainment Expense"
USR_0001,2024-12-24,expense,Shopping,1552,"Synthetic Shopping Expense"
USR_0001,2024-12-28,expense,Shopping,256,"Synthetic Shopping Expense"
USR_0001,2024-11-01,income,Salary,61379,"Monthly Salary (Synthetic)"
USR_0001,2024-11-05,expense,Housing,15693,"Rent Payment"
USR_0001,2024-11-10,expense,Bills,5927,"Electricity & Internet"
USR_0001,2024-11-13,expense,Food,1691,"Grocery Run"
USR_0001,2024-11-28,expense,Food,1563,"Grocery Run"
USR_0001,2024-11-27,expense,Food,1217,"Grocery Run"
USR_0001,2024-11-13,expense,Food,1458,"Grocery Run"
USR_0001,2024-11-07,expense,Food,1528,"Grocery Run"
USR_0001,2024-11-17,expense,Food,1375,"Grocery Run"
USR_0001,2024-11-23,expense,Personal,189,"Synthetic Personal Expense"
USR_0001,2024-11-07,expense,Transport,516,"Synthetic Transport Expense"
USR_0001,2024-11-27,expense,Personal,656,"Synthetic Personal Expense"
USR_0001,2024-11-23,expense,Transport,289,"Synthetic Transport Expense"
USR_0001,2024-11-04,expense,Shopping,637,"Synthetic Shopping Expense"
USR_0001,2024-11-11,expense,Shopping,620,"Synthetic Shopping Expense"
USR_0001,2024-11-03,expense,Transport,1492,"Synthetic Transport Expense"
USR_0001,2024-11-26,expense,Miscellaneous,1185,"Synthetic Miscellaneous Expense"
USR_0001,2024-11-26,expense,Miscellaneous,1403,"Synthetic Miscellaneous Expense"
USR_0001,2024-11-17,expense,Shopping,829,"Synthetic Shopping Expense"
USR_0001,2024-11-20,expense,Entertainment,437,"Synthetic Entertainment Expense"
USR_0001,2024-11-24,expense,Entertainment,384,"Synthetic Entertainment Expense"
USR_0001,2024-11-03,expense,Shopping,1267,"Synthetic Shopping Expense"
USR_0001,2024-11-18,expense,Personal,715,"Synthetic Personal Expense"
USR_0001,2024-10-01,income,Salary,61228,"Monthly Salary (Synthetic)"
USR_0001,2024-10-05,expense,Housing,15655,"Rent Payment"
USR_0001,2024-10-10,expense,Bills,5912,"Electricity & Internet"
USR_0001,2024-10-20,expense,Food,1755,"Grocery Run"
USR_0001,2024-10-12,expense,Food,2042,"Grocery Run"
USR_0001,2024-10-03,expense,Food,1902,"Grocery Run"
USR_0001,2024-10-19,expense,Food,1791,"Grocery Run"
USR_0001,2024-10-08,expense,Personal,1272,"Synthetic Personal Expense"
USR_0001,2024-10-02,expense,Entertainment,1407,"Synthetic Entertainment Expense"
USR_0001,2024-10-22,expense,Transport,1062,"Synthetic Transport Expense"
USR_0001,2024-10-27,expense,Personal,712,"Synthetic Personal Expense"
USR_0001,2024-10-27,expense,Shopping,1441,"Synthetic Shopping Expense"
USR_0001,2024-10-01,expense,Personal,726,"Synthetic Personal Expense"
USR_0001,2024-10-06,expense,Miscellaneous,962,"Synthetic Miscellaneous Expense"
USR_0001,2024-10-25,expense,Entertainment,193,"Synthetic Entertainment Expense"
USR_0001,2024-10-06,expense,Shopping,1139,"Synthetic Shopping Expense"
USR_0001,2024-10-18,expense,Personal,463,"Synthetic Personal Expense"
USR_0001,2024-10-09,expense,Personal,1260,"Synthetic Personal Expense"
USR_0001,2024-10-15,expense,Personal,1528,"Synthetic Personal Expense"
USR_0001,2024-10-18,expense,Entertainment,1320,"Synthetic Entertainment Expense"
USR_0001,2024-10-21,expense,Entertainment,362,"Synthetic Entertainment Expense"
USR_0001,2024-09-01,income,Salary,61077,"Monthly Salary (Synthetic)"
USR_0001,2024-09-05,expense,Housing,15616,"Rent Payment"
USR_0001,2024-09-10,expense,Bills,5898,"Electricity & Internet"
USR_0001,2024-09-01,expense,Food,1917,"Grocery Run"
USR_0001,2024-09-07,expense,Food,2013,"Grocery Run"
USR_0001,2024-09-22,expense,Food,1412,"Grocery Run"
USR_0001,2024-09-20,expense,Food,1848,"Grocery Run"
USR_0001,2024-09-05,expense,Food,1597,"Grocery Run"
USR_0001,2024-09-08,expense,Shopping,703,"Synthetic Shopping Expense"
USR_0001,2024-09-20,expense,Miscellaneous,1324,"Synthetic Miscellaneous Expense"
USR_0001,2024-09-07,expense,Entertainment,1633,"Synthetic Entertainment Expense"
USR_0001,2024-09-08,expense,Shopping,214,"Synthetic Shopping Expense"
USR_0001,2024-09-02,expense,Shopping,446,"Synthetic Shopping Expense"
USR_0001,2024-09-09,expense,Personal,1265,"Synthetic Personal Expense"
USR_0001,2024-09-28,expense,Personal,1166,"Synthetic Personal Expense"
USR_0001,2024-09-21,expense,Healthcare,1684,"Synthetic Healthcare Expense"
USR_0001,2024-09-13,expense,Miscellaneous,1024,"Synthetic Miscellaneous Expense"
USR_0001,2024-09-11,expense,Personal,1053,"Synthetic Personal Expense"
USR_0001,2024-09-06,expense,Shopping,1333,"Synthetic Shopping Expense"
USR_0001,2024-09-07,expense,Personal,1655,"Synthetic Personal Expense"
USR_0001,2024-08-01,income,Salary,60927,"Monthly Salary (Synthetic)"
USR_0001,2024-08-05,expense,Housing,15578,"Rent Payment"
USR_0001,2024-08-10,expense,Bills,5883,"Electricity & Internet"
USR_0001,2024-08-24,expense,Food,1880,"Grocery Run"
USR_0001,2024-08-06,expense,Food,1585,"Grocery Run"
USR_0001,2024-08-11,expense,Food,1373,"Grocery Run"
USR_0001,2024-08-01,expense,Food,1501,"Grocery Run"
USR_0001,2024-08-04,expense,Food,1539,"Grocery Run"
USR_0001,2024-08-08,expense,Shopping,1220,"Synthetic Shopping Expense"
USR_0001,2024-08-13,expense,Miscellaneous,360,"Synthetic Miscellaneous Expense"
USR_0001,2024-08-11,expense,Transport,1218,"Synthetic Transport Expense"
USR_0001,2024-08-19,expense,Shopping,701,"Synthetic Shopping Expense"
USR_0001,2024-08-14,expense,Miscellaneous,492,"Synthetic Miscellaneous Expense"
USR_0001,2024-08-08,expense,Healthcare,1394,"Synthetic Healthcare Expense"
USR_0001,2024-08-14,expense,Personal,543,"Synthetic Personal Expense"
USR_0001,2024-08-10,expense,Personal,819,"Synthetic Personal Expense"
USR_0001,2024-08-02,expense,Miscellaneous,296,"Synthetic Miscellaneous Expense"
USR_0001,2024-08-25,expense,Transport,483,"Synthetic Transport Expense"
USR_0001,2024-08-05,expense,Miscellaneous,1219,"Synthetic Miscellaneous Expense"
USR_0001,2024-08-17,expense,Entertainment,1428,"Synthetic Entertainment Expense"
USR_0001,2024-07-01,income,Salary,60777,"Monthly Salary (Synthetic)"
USR_0001,2024-07-05,expense,Housing,15539,"Rent Payment"
USR_0001,2024-07-10,expense,Bills,5869,"Electricity & Internet"
USR_0001,2024-07-27,expense,Food,1649,"Grocery Run"
USR_0001,2024-07-12,expense,Food,1272,"Grocery Run"
USR_0001,2024-07-05,expense,Food,1197,"Grocery Run"
USR_0001,2024-07-14,expense,Food,1571,"Grocery Run"
USR_0001,2024-07-11,expense,Food,1340,"Grocery Run"
USR_0001,2024-07-27,expense,Food,1697,"Grocery Run"
USR_0001,2024-07-19,expense,Healthcare,2357,"Synthetic Healthcare Expense"
USR_0001,2024-07-21,expense,Shopping,1392,"Synthetic Shopping Expense"
USR_0001,2024-07-28,expense,Healthcare,2291,"Synthetic Healthcare Expense"
USR_0001,2024-07-23,expense,Shopping,916,"Synthetic Shopping Expense"
USR_0001,2024-07-18,expense,Entertainment,706,"Synthetic Entertainment Expense"
USR_0001,2024-07-21,expense,Healthcare,2005,"Synthetic Healthcare Expense"
USR_0001,2024-07-01,expense,Transport,2435,"Synthetic Transport Expense"
USR_0001,2024-07-19,expense,Entertainment,1230,"Synthetic Entertainment Expense"
USR_0001,2024-06-01,income,Salary,60627,"Monthly Salary (Synthetic)"
USR_0001,2024-06-05,expense,Housing,15501,"Rent Payment"
USR_0001,2024-06-10,expense,Bills,5854,"Electricity & Internet"
USR_0001,2024-06-20,expense,Food,1568,"Grocery Run"
USR_0001,2024-06-21,expense,Food,1272,"Grocery Run"
USR_0001,2024-06-14,expense,Food,1531,"Grocery Run"
USR_0001,2024-06-01,expense,Food,1168,"Grocery Run"
USR_0001,2024-06-06,expense,Food,1159,"Grocery Run"
USR_0001,2024-06-24,expense,Food,1451,"Grocery Run"
USR_0001,2024-06-12,expense,Shopping,1205,"Synthetic Shopping Expense"
USR_0001,2024-06-03,expense,Healthcare,629,"Synthetic Healthcare Expense"
USR_0001,2024-06-18,expense,Healthcare,1216,"Synthetic Healthcare Expense"
USR_0001,2024-06-19,expense,Shopping,1494,"Synthetic Shopping Expense"
USR_0001,2024-06-19,expense,Transport,1685,"Synthetic Transport Expense"
USR_0001,2024-06-16,expense,Miscellaneous,842,"Synthetic Miscellaneous Expense"
USR_0001,2024-06-11,expense,Personal,2290,"Synthetic Personal Expense"
USR_0001,2024-06-02,expense,Shopping,995,"Synthetic Shopping Expense"
USR_0001,2024-06-07,expense,Healthcare,1725,"Synthetic Healthcare Expense"
USR_0001,2024-05-01,income,Salary,60478,"Monthly Salary (Synthetic)"
USR_0001,2024-05-05,expense,Housing,15463,"Rent Payment"
USR_0001,2024-05-10,expense,Bills,5840,"Electricity & Internet"
USR_0001,2024-05-25,expense,Food,2482,"Grocery Run"
USR_0001,2024-05-08,expense,Food,2239,"Grocery Run"
USR_0001,2024-05-17,expense,Food,2427,"Grocery Run"
USR_0001,2024-05-13,expense,Food,2085,"Grocery Run"
USR_0001,2024-05-26,expense,Entertainment,1969,"Synthetic Entertainment Expense"
USR_0001,2024-05-11,expense,Entertainment,3613,"Synthetic Entertainment Expense"
USR_0001,2024-05-14,expense,Entertainment,896,"Synthetic Entertainment Expense"
USR_0001,2024-05-14,expense,Personal,3131,"Synthetic Personal Expense"
USR_0001,2024-05-09,expense,Transport,3748,"Synthetic Transport Expense"
USR_0001,2024-04-01,income,Salary,60329,"Monthly Salary (Synthetic)"
USR_0001,2024-04-05,expense,Housing,15425,"Rent Payment"
USR_0001,2024-04-10,expense,Bills,5826,"Electricity & Internet"
USR_0001,2024-04-28,expense,Food,2043,"Grocery Run"
USR_0001,2024-04-11,expense,Food,2471,"Grocery Run"
USR_0001,2024-04-13,expense,Food,2197,"Grocery Run"
USR_0001,2024-04-03,expense,Food,2453,"Grocery Run"
USR_0001,2024-04-16,expense,Healthcare,1101,"Synthetic Healthcare Expense"
